央视频道,#genre#
CCTV9,http://60.29.124.66:6080/hls/20/index.m3u8
CCTV9,http://58.58.111.222:808/hls/10/index.m3u8
CCTV10,http://114.246.201.137:7088/rtp/239.3.1.63:8116
CCTV11,http://sport.pendy.dpdns.org/migu/667987558?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV12,http://sport.pendy.dpdns.org/migu/673168185?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV10,http://112.46.105.20:8009/hls/506/index.m3u8
CCTV12,http://222.175.202.90:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://112.46.105.20:8009/hls/506/index.m3u8
CCTV12,http://120.238.94.10:9901/tsfile/live/1030_1.m3u8
CCTV10,http://60.29.124.66:6080/hls/21/index.m3u8
CCTV11,http://114.246.201.137:7088/rtp/239.3.1.152:8120
CCTV11,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV12,http://114.246.201.137:7088/rtp/239.3.1.64:8124
CCTV13,http://sport.pendy.dpdns.org/migu/608807423?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV14,http://sport.pendy.dpdns.org/migu/624878440?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8
CCTV13,http://60.29.124.66:6080/hls/23/index.m3u8
CCTV15,http://sport.pendy.dpdns.org/migu/673168223?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV15,http://183.238.120.90:4430/hls/15/index.m3u8
CCTV17,http://sport.pendy.dpdns.org/migu/673168256?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV13,http://gmxw.7766.org:808/hls/31/index.m3u8
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
CCTV14,http://60.29.124.66:6080/hls/25/index.m3u8
CCTV怀旧剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=hjjc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV女性时尚,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=nxss&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV世界地理,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=sjdl&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV15,http://114.246.201.137:7088/rtp/239.3.1.153:8136
CCTV16,http://114.246.201.137:7088/rtp/239.3.1.184:8001
CCTV15,http://60.29.124.66:6080/hls/26/index.m3u8
CCTV17,http://114.246.201.137:7088/rtp/239.3.1.151:8144
卫视频道,#genre#
浙江卫视,http://satellitepull.cnr.cn/live/wxzjws/playlist.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
内蒙古卫视,http://gmxw.7766.org:808/hls/60/index.m3u8
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
江西卫视,http://183.11.239.36:808/hls/44/index.m3u8
江西卫视,http://sport.pendy.dpdns.org/migu/783847495?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
江西卫视,http://110.7.130.240:9901/tsfile/live/0138_1.m3u8
江西卫视,http://cssbyd.imwork.net:8082/hls/27/index.m3u8
山东卫视,http://cssbyd.imwork.net:8082/hls/34/index.m3u8
内蒙古卫视,http://112.46.105.20:8009/hls/60/index.m3u8
吉林卫视,http://1b6467f415.iok.la:9931/tsfile/live/1076_1.m3u8
吉林卫视,http://110.7.130.240:9901/tsfile/live/0116_1.m3u8
江苏卫视,http://113.57.111.4:1111/tsfile/live/1019_1.m3u8
江苏卫视,http://sport.pendy.dpdns.org/migu/623899368?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8
江苏卫视,http://116.128.242.83:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
西藏卫视,http://cssbyd.imwork.net:8082/hls/46/index.m3u8
江苏卫视,http://110.7.130.240:9901/tsfile/live/0127_1.m3u8
贵州卫视,http://110.7.130.240:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8
东方卫视,http://112.46.105.20:8009/hls/31/index.m3u8
安徽卫视,http://112.46.105.20:8009/hls/42/index.m3u8
北京卫视,http://112.46.105.20:8009/hls/35/index.m3u8
广西卫视,http://123.130.84.106:8154/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8
广西卫视,http://222.175.202.90:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://58.17.48.228:808/hls/35/index.m3u8
安徽卫视,http://gmxw.7766.org:808/hls/40/index.m3u8
北京卫视,http://110.7.130.240:9901/tsfile/live/0122_1.m3u8
安徽卫视,http://110.7.130.240:9901/tsfile/live/0130_1.m3u8
北京卫视,http://58.58.111.222:808/hls/22/index.m3u8
海南卫视,http://110.7.130.240:9901/tsfile/live/1003_1.m3u8
北京卫视,http://1.24.190.98:10080/hls/68/index.m3u8
广西卫视,http://110.7.130.240:9901/tsfile/live/0113_1.m3u8
山西卫视,http://123.130.84.106:8154/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://cssbyd.imwork.net:8082/hls/31/index.m3u8
广西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0113_1.m3u8
山西卫视,http://110.7.130.240:9901/tsfile/live/0118_1.m3u8
广西卫视,http://183.238.120.90:4430/hls/34/index.m3u8
广西卫视,http://183.238.120.178:4430/hls/34/index.m3u8
河北卫视,http://110.7.130.240:9901/tsfile/live/0117_1.m3u8
河南卫视,http://sport.pendy.dpdns.org/migu/790187291?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
海南卫视,http://183.223.157.33:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://1.94.31.214/php/hntv.php
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
甘肃卫视,http://222.175.202.90:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://sport.pendy.dpdns.org/migu/947472506?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
四川卫视,http://113.57.111.4:1111/tsfile/live/1032_1.m3u8
四川卫视,http://59.39.89.130:60901/tsfile/live/0125_16.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
云南卫视,http://111.61.236.247:9081/hls/32/index.m3u8
黑龙江卫视,http://120.198.101.106:9901/tsfile/live/1075_1.m3u8
黑龙江卫视,http://120.238.94.82:9901/tsfile/live/1075_1.m3u8
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://sport.pendy.dpdns.org/migu/608831231?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://cssbyd.imwork.net:8082/hls/29/index.m3u8
陕西卫视,http://222.134.245.16:9901/tsfile/live/0136_1.m3u8
辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
深圳卫视,http://gmxw.7766.org:808/hls/45/index.m3u8
广东卫视,http://183.238.120.178:4430/hls/23/index.m3u8
深圳卫视,http://59.39.89.130:60901/tsfile/live/0125_11.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
湖北卫视,http://sport.pendy.dpdns.org/migu/947472496?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
湖北卫视,http://59.39.89.130:60901/tsfile/live/0125_12.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://61.138.128.226:19901/tsfile/live/0132_1.m3u8
重庆卫视,http://cssbyd.imwork.net:8082/hls/35/index.m3u8
重庆卫视,http://110.7.130.240:9901/tsfile/live/0142_1.m3u8
湖南卫视,http://59.39.89.130:60901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://cssbyd.imwork.net:8082/hls/30/index.m3u8
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8
农林卫视,http://222.175.202.90:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://1.24.190.98:10080/hls/60/index.m3u8
东南卫视,http://1.24.190.98:10080/hls/88/index.m3u8
东南卫视,http://110.7.131.79:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://183.238.120.178:4430/hls/33/index.m3u8
港台频道,#genre#
凤凰资讯,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixinfo_hd
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
无线华丽,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
东森洋片,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvwestern
东森洋片,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvwestern
纬来育乐,http://lzoq.serv00.net/daili/Smartv.php?id=videolandyule
国外频道,#genre#
KBS1,http://mytv.dothome.co.kr/ch/public/1.php
少儿和动画频道,#genre#
深圳少儿,http://183.11.239.36:808/hls/157/index.m3u8
金鹰卡通,http://120.238.94.10:9901/tsfile/live/1036_1.m3u8
广东频道,#genre#
广州新闻,http://php.jdshipin.com/gztv.php?id=xinwen
广东新闻,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州南国都市,http://php.jdshipin.com:8880/PLTV/iptv.php?id=gzngds
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
电影频道,#genre#
湖南电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hndy
湖南电影,http://php.jdshipin.com:8880/PLTV/iptv.php?id=hndy
湖南电影,http://php.jdshipin.com/TVOD/iptv.php?id=hndy
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
广州影视,http://php.jdshipin.com:8880/iptv.php?id=gzys
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州影视,http://php.jdshipin.com/gztv.php?id=yingshi
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
江苏影视,http://sport.pendy.dpdns.org/migu/626064697?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb
美亚电影,https://live.tvfix.org/live/mydy/index.m3u8
江苏影视,https://cntv.dfkj.live/jstv.php?id=jsys
HBO,http://212.102.60.231:80/HBO/index.m3u8
邵氏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
邵氏影院,http://jiaojirentv.top/2020/dy.php?id=4246519
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
邵氏影院,http://lxajh.top/tv/douyu.php?id=4246519
邵氏影院,http://lxajh.top/tv/douyu.php?id=4246519
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
邵氏影院,http://www.goodiptv.club/douyu/4246519
邵氏影院,https://www.goodiptv.club/douyu/4246519
邵氏影院,http://epg.112114.xyz/douyu/4246519
西游记续集,http://jiaojirentv.top/2020/dy.php?id=3113309
西游记续集,http://jiaojirentv.top/2020/dy.php?id=3113309
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680
